id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country
18341,QUEDE,3,"2015-03-29 14:51:13","2015-04-11 23:35:25","2015-04-01 06:35:03",2,122.25,"Folk och fä HB","Åkergatan 24","Bräcke","Northern Europe","S-844 67",Sweden
18342,PICCO,3,"2013-06-26 02:06:28","2013-07-17 16:00:57","2013-07-04 11:18:38",3,192,"Piccolo und mehr","Geislweg 14",Salzburg,"Western Europe",5020,Austria
18343,VINET,3,"2015-09-02 12:56:52","2015-09-09 21:14:18","2015-09-06 20:30:36",1,167,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
18344,FRANR,9,"2012-09-24 06:44:00","2012-09-26 11:59:41","2012-10-08 15:08:23",3,214,"Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","South America",05454-876,Brazil
18345,GODOS,5,"2013-03-06 19:08:00","2013-03-20 03:16:54","2013-03-07 12:52:22",3,34.5,"Trail's Head Gourmet Provisioners","722 DaVinci Blvd.",Kirkland,"North America",98034,USA
18346,PICCO,6,"2013-08-28 23:09:05","2013-09-14 02:20:08","2013-09-24 19:43:27",3,55.75,"Franchi S.p.A.","Via Monte Bianco 34",Torino,"Southern Europe",10100,Italy
18347,LETSS,3,"2013-12-10 18:03:57","2014-01-12 19:21:53","2013-12-14 18:39:09",2,193.5,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
18348,SEVES,2,"2016-01-27 03:19:57","2016-02-10 19:42:31","2016-01-30 14:36:21",3,74,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18349,CONSH,5,"2013-06-17 13:48:38","2013-08-04 14:22:21","2013-06-29 11:17:07",3,156.5,"Spécialités du monde","25, rue Lauriston",Paris,"Western Europe",75016,France
18350,ALFKI,9,"2015-12-21 02:52:56","2015-12-27 19:05:37","2015-12-25 13:34:08",2,261,"Cactus Comidas para llevar","Cerrito 333","Buenos Aires","South America",1010,Argentina
18351,LACOR,4,"2015-11-24 18:47:46","2015-12-02 18:05:26","2015-12-11 07:24:24",1,164.75,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
18352,FAMIA,9,"2015-10-06 18:54:11","2015-10-19 10:04:33","2015-10-16 02:40:23",1,352,"Centro comercial Moctezuma","Sierras de Granada 9993","México D.F.","Central America",05022,Mexico
18353,WELLI,4,"2013-11-14 04:32:41","2013-11-22 04:06:22","2013-11-18 07:06:39",2,235.75,"Hungry Coyote Import Store","City Center Plaza 516 Main St.",Elgin,"North America",97827,USA
18354,RANCH,9,"2014-09-11 07:31:14","2014-09-22 03:57:00","2014-09-11 21:40:05",1,315.25,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
18355,THEBI,5,"2013-12-29 09:07:49","2014-01-08 00:10:04","2014-01-05 20:09:46",3,285.5,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","South America",05442-030,Brazil
18356,LACOR,4,"2013-07-15 20:47:40","2013-08-04 14:20:00","2013-07-19 16:24:01",3,462.75,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","Central America",05033,Mexico
18357,SPLIR,2,"2015-05-16 17:54:09","2015-06-14 03:04:17","2015-05-16 21:32:50",2,410.5,"Morgenstern Gesundkost","Heerstr. 22",Leipzig,"Western Europe",04179,Germany
18358,FURIB,1,"2013-01-21 21:12:31","2013-03-12 05:12:28","2013-02-04 08:23:18",3,411,"Suprêmes délices","Boulevard Tirou, 255",Charleroi,"Western Europe",B-6000,Belgium
18359,REGGC,7,"2013-07-18 19:26:21","2013-08-01 02:28:26","2013-07-20 06:03:18",1,112.25,"Princesa Isabel Vinhos","Estrada da saúde n. 58",Lisboa,"Southern Europe",1756,Portugal
18360,FISSA,1,"2014-03-11 07:52:37","2014-03-12 04:04:09","2014-03-26 11:11:38",1,204,"Centro comercial Moctezuma","Sierras de Granada 9993","México D.F.","Central America",05022,Mexico
18361,PERIC,4,"2013-05-04 09:36:04","2013-05-16 14:41:21","2013-05-15 01:50:40",1,164.5,"Centro comercial Moctezuma","Sierras de Granada 9993","México D.F.","Central America",05022,Mexico
18362,SEVES,9,"2014-08-13 01:22:36","2014-08-23 09:39:06","2014-08-15 23:06:53",3,147,"Tortuga Restaurante","Avda. Azteca 123","México D.F.","Central America",05033,Mexico
18363,LAMAI,5,"2015-08-30 11:01:08","2015-08-30 11:23:31","2015-09-07 23:58:13",1,163.25,"Simons bistro","Vinbæltet 34",Kobenhavn,"Northern Europe",1734,Denmark
18364,TOMSP,5,"2013-07-16 13:49:42","2013-08-18 11:33:17","2013-07-22 15:10:37",3,83,"Tortuga Restaurante","Avda. Azteca 123","México D.F.","Central America",05033,Mexico
18365,MAISD,5,"2012-08-17 14:00:41","2012-08-21 06:14:05","2012-08-31 10:15:48",2,144,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.",Portland,"North America",97219,USA
18366,GREAL,3,"2015-06-27 12:23:50","2015-07-02 03:08:32","2015-07-17 22:21:55",3,186,"Alfreds Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18367,BSBEV,5,"2012-08-26 20:55:25","2012-09-17 04:57:23","2012-08-28 23:11:38",3,241.75,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","South America",02389-890,Brazil
18368,FAMIA,5,"2015-10-28 20:28:22","2015-11-06 20:22:02","2015-11-01 12:03:32",2,69.75,"B's Beverages","Fauntleroy Circus",London,"British Isles","EC2 5NT",UK
18369,VINET,4,"2014-02-02 18:55:12","2014-02-17 09:27:34","2014-02-07 09:45:34",1,426.75,"Ottilies Käseladen","Mehrheimerstr. 369","Köln","Western Europe",50739,Germany
18370,CONSH,4,"2015-11-16 15:57:24","2015-11-19 14:53:30","2015-11-23 09:07:54",1,134.25,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
18371,GALED,4,"2015-02-11 16:02:42","2015-02-20 00:52:49","2015-02-24 08:55:05",1,200.5,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
18372,FRANR,3,"2013-03-23 11:26:04","2013-04-06 08:15:54","2013-03-24 07:32:14",1,272.75,"Antonio Moreno Taquería","Mataderos  2312","México D.F.","Central America",05023,Mexico
18373,SIMOB,8,"2012-12-07 01:13:50","2012-12-28 10:01:25","2012-12-09 01:04:36",1,432,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","Central America",05021,Mexico
18374,HILAA,5,"2015-07-17 04:15:18","2015-07-27 11:36:02","2015-07-25 15:06:14",1,314.75,"Spécialités du monde","25, rue Lauriston",Paris,"Western Europe",75016,France
18375,LAMAI,8,"2014-09-19 08:15:34","2014-10-04 20:00:40","2014-10-02 01:39:59",3,475.25,"Victuailles en stock","2, rue du Commerce",Lyon,"Western Europe",69004,France
18376,TORTU,3,"2014-09-02 23:59:52","2014-09-26 04:07:40","2014-09-13 23:51:08",2,459.25,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
18377,FOLKO,2,"2014-06-14 19:18:00","2014-07-24 18:34:05","2014-06-15 23:43:40",1,34.75,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","North America",94117,USA
18378,EASTC,4,"2014-04-17 11:31:47","2014-05-19 05:32:10","2014-05-10 19:31:23",1,167.75,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18379,BOTTM,9,"2015-07-14 10:05:01","2015-08-08 10:15:33","2015-07-23 06:27:36",3,516.25,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
18380,ALFKI,6,"2014-11-12 00:20:24","2014-11-27 21:05:15","2014-11-12 09:30:45",2,130.5,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
18381,LACOR,6,"2015-10-18 19:53:38","2015-10-22 16:41:33","2015-10-19 16:54:17",1,98,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
18382,NORTS,7,"2014-12-06 04:06:25","2015-01-08 06:21:41","2014-12-28 03:07:44",1,268.25,"Consolidated Holdings","Berkeley Gardens 12  Brewery",London,"British Isles","WX1 6LT",UK
18383,WELLI,2,"2014-08-02 04:00:31","2014-08-09 20:11:07","2014-08-02 19:38:24",2,339.5,"La maison d'Asie","1 rue Alsace-Lorraine",Toulouse,"Western Europe",31000,France
18384,SPLIR,7,"2014-08-08 18:49:36","2014-08-23 23:08:44","2014-08-10 21:38:30",3,50.75,"B's Beverages","Fauntleroy Circus",London,"British Isles","EC2 5NT",UK
18385,HANAR,3,"2016-01-07 04:12:26","2016-01-16 17:42:29","2016-01-16 04:36:58",2,70.75,"Berglunds snabbköp","Berguvsvägen  8","Luleå","Northern Europe","S-958 22",Sweden
18386,HUNGO,6,"2015-08-20 15:05:02","2015-08-21 21:50:42","2015-08-21 15:22:48",2,77,"Rattlesnake Canyon Grocery","2817 Milton Dr.",Albuquerque,"North America",87110,USA
18387,LILAS,4,"2013-02-19 04:59:45","2013-03-16 10:43:30","2013-03-10 11:03:55",1,94.75,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
18388,LAZYK,3,"2014-02-01 23:00:58","2014-02-07 07:12:38","2014-02-21 16:52:11",3,524.5,"Save-a-lot Markets","187 Suffolk Ln.",Boise,"North America",83720,USA
18389,LAZYK,9,"2013-05-14 15:21:57","2013-06-01 14:31:56","2013-05-21 12:45:02",3,259.75,"Ottilies Käseladen","Mehrheimerstr. 369","Köln","Western Europe",50739,Germany
18390,PICCO,9,"2013-01-30 03:58:18","2013-01-31 07:23:54","2013-01-30 15:25:10",3,191.5,"Princesa Isabel Vinhos","Estrada da saúde n. 58",Lisboa,"Southern Europe",1756,Portugal
18391,HUNGO,6,"2015-11-06 23:16:02","2015-11-11 06:19:30","2015-11-10 01:46:50",2,325,"Suprêmes délices","Boulevard Tirou, 255",Charleroi,"Western Europe",B-6000,Belgium
18392,GREAL,5,"2013-03-30 04:31:43","2013-04-08 17:09:50","2013-04-13 14:31:48",3,55,"France restauration","54, rue Royale",Nantes,"Western Europe",44000,France
18393,SPLIR,7,"2013-10-29 19:59:04","2013-11-23 09:11:05","2013-10-30 15:41:44",1,315,"Piccolo und mehr","Geislweg 14",Salzburg,"Western Europe",5020,Austria
18394,SIMOB,2,"2014-04-23 16:47:59","2014-05-08 13:34:53","2014-04-24 11:58:45",3,338.5,LILA-Supermercado,"Carrera 52 con Ave. Bolívar #65-98 Llano Largo",Barquisimeto,"South America",3508,Venezuela
18395,NORTS,5,"2015-01-23 20:09:40","2015-02-17 10:23:47","2015-01-29 18:33:28",3,195.25,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","South America",05432-043,Brazil
18396,REGGC,8,"2013-08-04 13:32:11","2013-08-30 19:35:58","2013-08-26 11:44:59",3,158,"Hungry Owl All-Night Grocers","8 Johnstown Road",Cork,"British Isles",,Ireland
18397,HANAR,7,"2013-02-26 00:04:40","2013-03-22 13:30:47","2013-03-04 03:35:09",2,310.5,"Vins et alcools Chevalier","59 rue de l'Abbaye",Reims,"Western Europe",51100,France
18398,FOLKO,5,"2012-10-12 07:55:23","2012-11-10 12:46:54","2012-10-20 03:50:29",1,480,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","South America",05487-020,Brazil
18399,TRADH,1,"2013-06-10 22:22:02","2013-06-27 04:27:53","2013-06-26 17:22:20",3,528.25,"Toms Spezialitäten","Luisenstr. 48","Münster","Western Europe",44087,Germany
18400,BSBEV,6,"2015-08-05 06:40:44","2015-08-20 04:45:35","2015-08-07 13:42:57",3,42.5,"Wellington Importadora","Rua do Mercado, 12",Resende,"South America",08737-363,Brazil
18401,BOLID,4,"2015-03-12 05:01:18","2015-04-06 19:29:55","2015-03-15 22:01:47",1,295.75,"Eastern Connection","35 King George",London,"British Isles","WX3 6FW",UK
18402,BSBEV,8,"2015-03-01 13:06:45","2015-04-14 03:23:42","2015-03-04 02:00:07",3,406.25,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","South America",02389-890,Brazil
18403,TRADH,6,"2013-03-27 00:07:22","2013-04-19 13:47:32","2013-03-27 14:15:20",3,204,"Du monde entier","67, rue des Cinquante Otages",Nantes,"Western Europe",44000,France
18404,LEHMS,7,"2014-11-30 02:34:02","2014-12-11 07:17:55","2014-12-04 09:39:40",3,92.75,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.","Central America",05033,Mexico
18405,OLDWO,9,"2014-12-20 12:21:45","2015-01-16 05:25:56","2014-12-22 02:43:41",1,271.5,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
18406,TRAIH,8,"2013-06-20 14:15:44","2013-07-14 22:54:25","2013-07-05 10:25:30",2,171,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
18407,FRANK,4,"2014-02-12 17:01:14","2014-02-27 08:26:50","2014-02-13 02:12:53",2,52.5,"Vins et alcools Chevalier","59 rue de l'Abbaye",Reims,"Western Europe",51100,France
18408,ERNSH,5,"2014-08-29 14:13:20","2014-09-10 04:17:12","2014-09-12 15:14:46",3,298.5,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","South America",02389-890,Brazil
18409,FOLIG,8,"2014-11-28 02:59:04","2014-12-21 20:36:08","2014-12-26 10:47:32",2,215,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","South America",05442-030,Brazil
18410,QUEDE,3,"2015-03-25 21:45:16","2015-04-11 07:28:56","2015-03-26 14:28:50",3,261.75,"Bólido Comidas preparadas","C/ Araquil, 67",Madrid,"Southern Europe",28023,Spain
18411,WOLZA,6,"2015-04-11 15:50:07","2015-04-29 14:04:17","2015-04-12 01:40:10",3,290,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
18412,REGGC,9,"2013-07-14 14:14:47","2013-08-03 12:35:47","2013-08-04 12:12:39",2,452.25,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
18413,ROMEY,5,"2014-03-03 00:13:36","2014-04-15 10:05:34","2014-03-04 13:51:12",2,300,"Laughing Bacchus Wine Cellars","2319 Elm St.",Vancouver,"North America","V3F 2K1",Canada
18414,GROSR,3,"2013-03-04 10:56:56","2013-03-15 02:27:37","2013-03-08 02:36:38",1,139.75,"Du monde entier","67, rue des Cinquante Otages",Nantes,"Western Europe",44000,France
18415,BLONP,3,"2013-10-14 17:19:55","2013-10-25 22:08:29","2013-11-08 11:49:34",3,203.5,"Victuailles en stock","2, rue du Commerce",Lyon,"Western Europe",69004,France
18416,WANDK,9,"2015-05-24 20:05:33","2015-06-08 04:30:00","2015-06-08 02:00:51",2,264,"Victuailles en stock","2, rue du Commerce",Lyon,"Western Europe",69004,France
18417,BLAUS,6,"2013-07-04 05:16:09","2013-07-20 20:20:01","2013-07-20 08:05:16",2,69.5,"Berglunds snabbköp","Berguvsvägen  8","Luleå","Northern Europe","S-958 22",Sweden
18418,REGGC,3,"2013-09-05 11:11:50","2013-10-06 03:05:41","2013-09-17 01:56:56",3,130.5,"Split Rail Beer & Ale","P.O. Box 555",Lander,"North America",82520,USA
18419,VICTE,7,"2015-12-19 03:09:20","2016-01-20 04:01:05","2015-12-28 13:16:37",3,123,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
18420,SUPRD,3,"2015-05-05 06:47:13","2015-05-10 07:25:50","2015-05-24 10:42:42",3,272.75,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","South America",05442-030,Brazil
18421,TOMSP,4,"2014-09-26 11:47:38","2014-10-19 08:57:36","2014-10-15 15:25:25",2,187.5,"Victuailles en stock","2, rue du Commerce",Lyon,"Western Europe",69004,France
18422,BLAUS,3,"2016-01-19 14:19:38","2016-03-01 21:50:11","2016-02-05 09:46:37",2,369,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
18423,ROMEY,3,"2014-11-18 21:09:10","2014-12-08 13:03:32","2014-11-25 10:29:10",1,285.75,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","South America",05487-020,Brazil
18424,HUNGC,6,"2013-07-15 14:53:09","2013-08-02 12:35:04","2013-07-27 05:12:50",1,42.75,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","North America",94117,USA
18425,QUEDE,4,"2013-10-07 10:50:53","2013-11-29 12:24:05","2013-10-07 18:59:13",2,297.25,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","Western Europe",60528,Germany
18426,LINOD,8,"2012-10-13 13:50:54","2012-10-21 10:33:52","2012-10-27 10:18:16",2,69.25,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
18427,GROSR,1,"2013-08-04 20:59:00","2013-09-27 10:25:30","2013-08-14 09:39:59",2,352,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
18428,RICAR,2,"2014-01-20 14:11:15","2014-02-07 06:42:25","2014-02-04 06:44:00",3,94.25,"Ottilies Käseladen","Mehrheimerstr. 369","Köln","Western Europe",50739,Germany
18429,WARTH,4,"2014-07-29 19:16:07","2014-08-09 00:42:53","2014-08-04 06:40:04",3,244.75,"Princesa Isabel Vinhos","Estrada da saúde n. 58",Lisboa,"Southern Europe",1756,Portugal
18430,FRANK,4,"2016-01-09 23:12:41","2016-02-12 22:15:25","2016-01-10 13:14:13",2,411.5,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
18431,HUNGC,8,"2015-09-02 07:56:46","2015-10-17 15:48:54","2015-09-07 09:22:18",1,260.5,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","South America",05487-020,Brazil
18432,LAUGB,9,"2015-08-06 14:51:38","2015-08-29 20:56:08","2015-08-13 20:22:52",2,306,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
18433,EASTC,2,"2014-05-19 10:06:40","2014-05-21 03:15:16","2014-06-12 00:47:22",1,362,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","South America",4980,Venezuela
18434,WOLZA,6,"2014-09-23 06:38:58","2014-11-03 07:01:36","2014-10-01 09:11:53",3,341.75,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
18435,TRADH,8,"2013-12-05 09:04:34","2013-12-15 19:57:22","2013-12-20 18:56:59",3,357,"Richter Supermarkt","Starenweg 5","Genève","Western Europe",1204,Switzerland
18436,RICSU,1,"2013-07-19 21:06:57","2013-07-24 19:14:07","2013-07-24 02:19:54",3,514.75,"Maison Dewey","Rue Joseph-Bens 532",Bruxelles,"Western Europe",B-1180,Belgium
18437,FRANR,9,"2014-02-01 08:34:15","2014-03-02 17:09:33","2014-02-12 07:20:55",2,34.25,"Trail's Head Gourmet Provisioners","722 DaVinci Blvd.",Kirkland,"North America",98034,USA
18438,VAFFE,3,"2015-04-11 21:21:39","2015-04-25 12:12:33","2015-04-16 10:46:23",3,225.5,"Königlich Essen","Maubelstr. 90",Brandenburg,"Western Europe",14776,Germany
18439,PRINI,8,"2012-10-01 02:51:16","2012-10-08 00:40:04","2012-10-02 11:59:53",3,287.75,"Blondel père et fils","24, place Kléber",Strasbourg,"Western Europe",67000,France
18440,TORTU,5,"2014-12-05 00:40:51","2015-01-27 13:05:08","2014-12-21 11:50:24",2,20.5,"Alfred's Futterkiste","Obere Str. 57",Berlin,"Western Europe",12209,Germany
18441,GREAL,2,"2015-03-11 16:35:25","2015-03-13 07:18:23","2015-03-26 03:12:16",3,486.75,"Königlich Essen","Maubelstr. 90",Brandenburg,"Western Europe",14776,Germany
18442,CONSH,5,"2013-01-29 19:44:17","2013-02-08 11:32:22","2013-02-25 22:22:00",1,492,"Wilman Kala","Keskuskatu 45",Helsinki,Scandinavia,21240,Finland
18443,BLONP,8,"2012-08-28 05:34:03","2012-09-01 23:10:01","2012-09-07 02:58:03",2,71.5,"Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","North America",99362,USA
18444,RANCH,2,"2015-03-03 03:25:30","2015-03-05 05:45:07","2015-03-09 07:29:54",2,22.75,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
18445,PERIC,8,"2014-08-29 11:00:46","2014-10-01 20:10:00","2014-09-06 14:49:33",1,350.25,"Folies gourmandes","184, chaussée de Tournai",Lille,"Western Europe",59000,France
18446,WILMK,9,"2013-05-16 06:08:44","2013-06-24 04:56:11","2013-05-25 21:33:05",1,365.25,"Drachenblut Delikatessen","Walserweg 21",Aachen,"Western Europe",52066,Germany
18447,LAZYK,6,"2013-06-24 08:32:52","2013-08-14 18:53:57","2013-06-27 08:48:15",2,242.5,"Centro comercial Moctezuma","Sierras de Granada 9993","México D.F.","Central America",05022,Mexico
18448,OLDWO,1,"2015-08-01 11:44:34","2015-08-29 07:26:02","2015-08-20 12:43:59",3,337.25,"Cactus Comidas para llevar","Cerrito 333","Buenos Aires","South America",1010,Argentina
18449,ISLAT,2,"2013-09-06 11:20:23","2013-09-08 12:42:36","2013-09-08 15:27:42",2,261.75,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","South America",05432-043,Brazil
18450,HANAR,1,"2013-12-06 15:42:15","2013-12-17 12:44:31","2013-12-06 18:37:59",1,21.25,"Toms Spezialitäten","Luisenstr. 48","Münster","Western Europe",44087,Germany
18451,LETSS,7,"2015-12-14 19:58:05","2015-12-24 07:44:51","2015-12-18 04:56:25",3,266,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
18452,SPECD,8,"2015-04-27 03:00:59","2015-05-26 20:01:48","2015-05-03 03:34:29",2,72.75,HILARION-Abastos,"Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","South America",5022,Venezuela
18453,BONAP,9,"2014-06-10 22:13:59","2014-08-02 01:51:32","2014-06-16 16:47:02",3,410.25,"Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires","South America",1010,Argentina
18454,LAUGB,4,"2014-12-03 20:35:52","2014-12-14 09:26:10","2014-12-13 15:34:19",2,450.25,"The Big Cheese","89 Jefferson Way Suite 2",Portland,"North America",97201,USA
18455,PRINI,2,"2015-06-30 08:55:42","2015-07-17 22:58:32","2015-07-02 15:22:24",1,332.5,"Split Rail Beer & Ale","P.O. Box 555",Lander,"North America",82520,USA
18456,RANCH,9,"2014-12-25 06:36:15","2015-01-11 17:20:42","2015-01-07 00:37:55",3,458.5,"Die Wandernde Kuh","Adenauerallee 900",Stuttgart,"Western Europe",70563,Germany
18457,VAFFE,9,"2015-02-23 01:00:19","2015-03-16 05:09:08","2015-02-24 13:34:24",2,415.25,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","South America",05442-030,Brazil
18458,FRANK,8,"2013-02-12 13:55:18","2013-03-29 03:01:17","2013-03-07 06:54:34",3,88.75,"Gourmet Lanchonetes","Av. Brasil, 442",Campinas,"South America",04876-786,Brazil
18459,EASTC,7,"2014-05-31 22:34:33","2014-06-21 02:35:38","2014-06-19 16:27:32",1,438.75,"Island Trading","Garden House Crowther Way",Cowes,"British Isles","PO31 7PJ",UK
18460,ROMEY,4,"2013-04-24 00:20:28","2013-05-08 00:41:18","2013-04-29 13:49:43",2,123.5,"Island Trading","Garden House Crowther Way",Cowes,"British Isles","PO31 7PJ",UK
18461,REGGC,8,"2013-04-22 00:36:44","2013-04-24 09:41:32","2013-04-26 13:37:41",3,90.5,"Tortuga Restaurante","Avda. Azteca 123","México D.F.","Central America",05033,Mexico
18462,PERIC,4,"2013-12-13 06:23:36","2013-12-21 21:34:04","2013-12-29 10:40:35",2,359.75,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","North America",94117,USA
18463,VINET,2,"2013-10-06 08:30:31","2013-10-22 22:00:22","2013-10-09 21:23:11",2,142.25,Vaffeljernet,"Smagsloget 45","Århus","Northern Europe",8200,Denmark
18464,WILMK,4,"2012-11-25 06:30:38","2013-01-11 10:45:16","2012-11-29 00:55:11",1,504,"Blauer See Delikatessen","Forsterstr. 57",Mannheim,"Western Europe",68306,Germany
18465,VAFFE,9,"2012-10-20 09:39:21","2012-11-02 04:40:16","2012-10-23 09:28:46",1,188,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","Southern Europe",42100,Italy
18466,TRADH,9,"2015-09-18 22:00:53","2015-09-22 18:20:00","2015-09-29 05:23:47",2,213.25,"Berglunds snabbköp","Berguvsvägen  8","Luleå","Northern Europe","S-958 22",Sweden
18467,GREAL,8,"2013-10-10 12:25:12","2013-10-15 07:42:48","2013-10-29 02:05:13",1,363.75,"Piccolo und mehr","Geislweg 14",Salzburg,"Western Europe",5020,Austria
18468,KOENE,8,"2015-05-08 23:28:31","2015-05-11 02:39:53","2015-05-13 03:14:52",2,68.25,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","South America",05487-020,Brazil
18469,WILMK,9,"2016-01-09 03:17:12","2016-01-28 14:18:56","2016-01-17 10:43:13",3,138.25,"Drachenblut Delikatessen","Walserweg 21",Aachen,"Western Europe",52066,Germany
18470,WELLI,3,"2014-10-01 20:24:28","2014-10-27 17:19:25","2014-10-09 18:53:23",2,123,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32",Lisboa,"Southern Europe",1675,Portugal
18471,OLDWO,4,"2015-02-15 08:10:59","2015-02-26 15:52:04","2015-02-22 06:04:25",3,216.25,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","South America",05432-043,Brazil
18472,MAISD,7,"2015-11-22 01:06:41","2015-12-08 17:12:59","2015-11-30 15:28:58",2,433,"Godos Cocina Típica","C/ Romero, 33",Sevilla,"Southern Europe",41101,Spain
18473,QUEEN,2,"2014-03-08 09:21:16","2014-03-28 08:52:17","2014-03-15 14:33:29",1,55,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","South America",02389-673,Brazil
18474,SIMOB,2,"2015-02-12 02:48:49","2015-03-12 00:57:36","2015-02-26 03:21:04",2,22,"Wilman Kala","Keskuskatu 45",Helsinki,Scandinavia,21240,Finland
18475,LONEP,2,"2014-04-24 19:57:44","2014-05-01 21:05:28","2014-05-11 19:08:41",1,448.25,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","South America",05442-030,Brazil
18476,QUEDE,1,"2015-08-28 00:26:06","2015-09-13 12:56:40","2015-08-28 03:19:52",1,372.5,LINO-Delicateses,"Ave. 5 de Mayo Porlamar","I. de Margarita","South America",4980,Venezuela
18477,DRACD,7,"2015-05-27 13:16:56","2015-06-19 06:23:57","2015-05-28 00:36:00",3,435,"Ernst Handel","Kirchgasse 6",Graz,"Western Europe",8010,Austria
18478,FOLIG,4,"2013-11-23 00:57:12","2013-11-27 00:32:38","2013-12-04 12:47:01",1,129,"Ottilies Käseladen","Mehrheimerstr. 369","Köln","Western Europe",50739,Germany
18479,OTTIK,1,"2013-08-09 20:29:11","2013-09-23 01:54:48","2013-08-18 01:50:20",1,106.5,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32",Lisboa,"Southern Europe",1675,Portugal
18480,PARIS,3,"2014-02-07 11:10:14","2014-04-07 09:12:53","2014-02-15 15:26:00",3,337,"Wartian Herkku","Torikatu 38",Oulu,Scandinavia,90110,Finland
18481,GODOS,6,"2015-08-14 08:22:48","2015-08-14 13:15:09","2015-08-16 17:43:43",1,486.5,"Great Lakes Food Market","2732 Baker Blvd.",Eugene,"North America",97403,USA
